tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,InternetService,OnlineSecurity,Churn
20,105.03,2100.6,Two year,Bank transfer,Fiber optic,No,No
11,41.2,453.2,One year,Credit card,Fiber optic,No,No
38,85.74,3258.12,Two year,Electronic check,No,Yes,Yes
6,67.23,403.38,Two year,Bank transfer,Fiber optic,Yes,Yes
23,108.02,2484.46,Month-to-month,Electronic check,Fiber optic,Yes,Yes
47,41.57,1953.79,Two year,Credit card,Fiber optic,No,No
46,87.78,4037.88,Two year,Credit card,Fiber optic,No,No
12,80.78,969.36,Two year,Electronic check,No,No,No
13,49.53,643.89,Two year,Bank transfer,DSL,Yes,No
62,33.66,2086.92,One year,Mailed check,DSL,Yes,No
60,85.16,5109.6,Month-to-month,Mailed check,Fiber optic,Yes,No
43,93.86,4035.98,Two year,Electronic check,Fiber optic,No,No
68,51.56,3506.08,Two year,Bank transfer,Fiber optic,Yes,No
5,84.48,422.4,One year,Mailed check,DSL,Yes,Yes
37,59.51,2201.87,Two year,Credit card,Fiber optic,No,No
31,91.32,2830.92,One year,Bank transfer,No,Yes,No
9,39.92,359.28,Month-to-month,Mailed check,No,No,No
51,109.02,5560.02,Month-to-month,Bank transfer,No,Yes,Yes
29,48.74,1413.46,Two year,Electronic check,DSL,No,Yes
40,56.78,2271.2,Two year,Bank transfer,Fiber optic,No,No
41,25.81,1058.21,Two year,Mailed check,Fiber optic,No,No
11,31.15,342.65,One year,Electronic check,Fiber optic,No,Yes
23,71.59,1646.57,Two year,Bank transfer,DSL,No,No
1,46.76,46.76,Two year,Credit card,DSL,Yes,Yes
46,103.55,4763.3,Month-to-month,Mailed check,DSL,No,Yes
21,21.47,450.87,Two year,Electronic check,DSL,No,No
36,57.91,2084.76,Month-to-month,Bank transfer,No,No,Yes
54,53.73,2901.42,Two year,Credit card,DSL,No,Yes
57,21.93,1250.01,Month-to-month,Mailed check,DSL,Yes,Yes
1,32.44,32.44,Two year,Credit card,DSL,No,No
63,61.36,3865.68,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
54,69.29,3741.66,One year,Bank transfer,Fiber optic,No,No
55,60.43,3323.65,Month-to-month,Electronic check,Fiber optic,No,Yes
40,73.09,2923.6,Month-to-month,Credit card,No,Yes,Yes
15,79.51,1192.65,Month-to-month,Electronic check,No,Yes,Yes
21,20.99,440.79,Two year,Mailed check,DSL,Yes,No
47,66.41,3121.27,Two year,Electronic check,Fiber optic,No,Yes
53,116.35,6166.55,Two year,Mailed check,No,Yes,No
9,71.9,647.1,One year,Bank transfer,Fiber optic,No,Yes
52,87.75,4563.0,One year,Bank transfer,No,Yes,No
57,51.19,2917.83,Month-to-month,Credit card,No,Yes,No
26,97.4,2532.4,One year,Mailed check,DSL,No,No
41,97.29,3988.89,Month-to-month,Bank transfer,DSL,Yes,Yes
35,72.13,2524.55,Month-to-month,Credit card,No,Yes,Yes
63,117.6,7408.8,Month-to-month,Credit card,DSL,No,Yes
25,32.56,814.0,One year,Electronic check,No,No,Yes
38,21.69,824.22,Two year,Credit card,No,No,No
2,97.02,194.04,One year,Bank transfer,Fiber optic,Yes,Yes
7,100.72,705.04,Month-to-month,Electronic check,DSL,Yes,Yes
34,32.02,1088.68,Month-to-month,Mailed check,DSL,Yes,Yes
17,46.56,791.52,One year,Mailed check,DSL,Yes,No
43,21.76,935.68,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
59,49.33,2910.47,Month-to-month,Bank transfer,Fiber optic,No,No
51,97.31,4962.81,One year,Electronic check,Fiber optic,Yes,Yes
54,71.8,3877.2,One year,Electronic check,DSL,No,Yes
24,54.81,1315.44,One year,Bank transfer,DSL,Yes,No
25,57.17,1429.25,Month-to-month,Bank transfer,DSL,No,No
71,20.14,1429.94,Month-to-month,Mailed check,Fiber optic,Yes,Yes
52,49.98,2598.96,Two year,Mailed check,Fiber optic,Yes,Yes
70,84.65,5925.5,Two year,Mailed check,No,No,No
33,117.42,3874.86,One year,Bank transfer,Fiber optic,Yes,No
49,104.71,5130.79,Two year,Credit card,No,No,Yes
29,22.36,648.44,Month-to-month,Bank transfer,DSL,Yes,No
63,109.86,6921.18,Two year,Bank transfer,Fiber optic,Yes,No
22,98.32,2163.04,Month-to-month,Mailed check,DSL,No,No
26,98.04,2549.04,One year,Bank transfer,DSL,Yes,No
28,65.8,1842.4,One year,Electronic check,DSL,No,Yes
49,59.8,2930.2,Month-to-month,Bank transfer,DSL,Yes,No
71,50.29,3570.59,Two year,Bank transfer,Fiber optic,Yes,No
49,26.57,1301.93,One year,Bank transfer,DSL,Yes,No
20,42.82,856.4,One year,Bank transfer,No,Yes,No
63,44.66,2813.58,Two year,Credit card,Fiber optic,Yes,No
61,68.41,4173.01,Two year,Bank transfer,DSL,Yes,Yes
49,94.74,4642.26,Month-to-month,Electronic check,Fiber optic,Yes,Yes
71,67.38,4783.98,Two year,Electronic check,No,No,Yes
1,25.78,25.78,Two year,Bank transfer,DSL,Yes,No
13,115.78,1505.14,Two year,Mailed check,No,Yes,No
51,114.27,5827.77,Month-to-month,Credit card,DSL,Yes,No
56,98.52,5517.12,Month-to-month,Bank transfer,No,No,Yes
62,119.13,7386.06,One year,Bank transfer,DSL,No,No
32,74.45,2382.4,Month-to-month,Bank transfer,Fiber optic,Yes,No
30,116.28,3488.4,One year,Mailed check,DSL,Yes,No
29,27.56,799.24,Two year,Mailed check,Fiber optic,Yes,No
49,56.57,2771.93,One year,Mailed check,DSL,No,Yes
45,42.54,1914.3,One year,Credit card,DSL,Yes,No
30,39.58,1187.4,Two year,Electronic check,No,No,No
16,34.08,545.28,One year,Credit card,No,Yes,Yes
40,82.24,3289.6,Month-to-month,Mailed check,No,No,No
19,98.13,1864.47,Month-to-month,Electronic check,DSL,No,Yes
18,77.83,1400.94,Month-to-month,Electronic check,DSL,Yes,Yes
1,34.7,34.7,Month-to-month,Mailed check,DSL,Yes,Yes
47,101.11,4752.17,One year,Mailed check,Fiber optic,Yes,Yes
66,83.6,5517.6,One year,Credit card,Fiber optic,Yes,No
38,58.82,2235.16,Two year,Mailed check,DSL,Yes,No
51,87.41,4457.91,One year,Electronic check,No,Yes,Yes
63,45.99,2897.37,One year,Bank transfer,No,Yes,No
4,54.52,218.08,One year,Mailed check,No,No,Yes
1,111.75,111.75,Two year,Mailed check,DSL,Yes,Yes
8,49.05,392.4,Month-to-month,Credit card,No,Yes,Yes
29,67.0,1943.0,One year,Credit card,DSL,No,Yes
55,109.01,5995.55,Two year,Mailed check,Fiber optic,Yes,Yes
3,90.77,272.31,Two year,Electronic check,No,Yes,Yes
32,26.22,839.04,Two year,Electronic check,Fiber optic,Yes,No
10,34.73,347.3,Month-to-month,Bank transfer,No,Yes,Yes
34,20.78,706.52,One year,Mailed check,DSL,No,No
55,83.09,4569.95,Two year,Credit card,DSL,No,Yes
32,64.77,2072.64,Month-to-month,Electronic check,DSL,Yes,Yes
50,33.43,1671.5,Two year,Bank transfer,DSL,Yes,No
7,115.79,810.53,Two year,Mailed check,No,No,No
8,72.97,583.76,Two year,Electronic check,Fiber optic,Yes,Yes
65,44.19,2872.35,Two year,Mailed check,DSL,No,No
57,70.06,3993.42,Two year,Mailed check,No,No,Yes
67,87.96,5893.32,Month-to-month,Electronic check,Fiber optic,No,No
59,27.62,1629.58,One year,Electronic check,DSL,Yes,Yes
54,47.47,2563.38,One year,Electronic check,Fiber optic,Yes,Yes
67,100.7,6746.9,One year,Mailed check,DSL,Yes,No
51,65.97,3364.47,One year,Mailed check,Fiber optic,No,No
8,74.66,597.28,Month-to-month,Bank transfer,Fiber optic,Yes,No
34,63.28,2151.52,Month-to-month,Credit card,DSL,Yes,Yes
35,24.39,853.65,Month-to-month,Mailed check,No,No,No
32,36.57,1170.24,Two year,Credit card,Fiber optic,Yes,No
46,64.55,2969.3,Two year,Electronic check,DSL,Yes,No
16,40.92,654.72,Two year,Mailed check,Fiber optic,Yes,Yes
68,25.0,1700.0,One year,Bank transfer,Fiber optic,No,Yes
37,104.36,3861.32,Two year,Bank transfer,No,Yes,No
54,118.12,6378.48,One year,Credit card,Fiber optic,No,No
14,99.31,1390.34,Two year,Electronic check,Fiber optic,No,No
55,105.38,5795.9,One year,Credit card,DSL,No,No
48,44.2,2121.6,Two year,Electronic check,DSL,Yes,Yes
7,116.06,812.42,Two year,Bank transfer,No,Yes,No
7,39.69,277.83,Month-to-month,Credit card,Fiber optic,Yes,Yes
33,115.14,3799.62,Two year,Bank transfer,Fiber optic,No,Yes
23,119.48,2748.04,Two year,Bank transfer,Fiber optic,No,Yes
19,91.17,1732.23,Month-to-month,Electronic check,No,Yes,Yes
19,118.11,2244.09,One year,Credit card,Fiber optic,No,No
36,76.95,2770.2,Month-to-month,Credit card,DSL,Yes,No
29,45.95,1332.55,Month-to-month,Bank transfer,No,Yes,Yes
60,63.7,3822.0,One year,Bank transfer,DSL,Yes,No
2,79.36,158.72,Two year,Electronic check,DSL,Yes,Yes
1,27.31,27.31,One year,Mailed check,No,Yes,No
47,82.23,3864.81,Two year,Mailed check,DSL,Yes,No
69,118.12,8150.28,Two year,Bank transfer,Fiber optic,Yes,Yes
20,39.01,780.2,One year,Mailed check,No,No,Yes
11,99.26,1091.86,Month-to-month,Mailed check,DSL,Yes,Yes
2,110.79,221.58,One year,Mailed check,Fiber optic,No,No
67,114.37,7662.79,Two year,Mailed check,Fiber optic,No,Yes
12,116.01,1392.12,One year,Bank transfer,DSL,Yes,No
20,72.15,1443.0,One year,Mailed check,Fiber optic,No,No
5,117.73,588.65,Two year,Mailed check,No,No,Yes
37,95.73,3542.01,Month-to-month,Electronic check,DSL,No,Yes
38,36.17,1374.46,One year,Bank transfer,Fiber optic,Yes,No
9,67.69,609.21,Two year,Credit card,Fiber optic,Yes,Yes
53,91.83,4866.99,Two year,Credit card,DSL,Yes,No
44,44.73,1968.12,One year,Electronic check,DSL,Yes,Yes
24,84.06,2017.44,Month-to-month,Electronic check,DSL,Yes,Yes
30,86.66,2599.8,One year,Bank transfer,DSL,No,No
59,36.27,2139.93,Month-to-month,Credit card,No,No,Yes
14,76.51,1071.14,Month-to-month,Mailed check,DSL,Yes,Yes
9,97.16,874.44,Month-to-month,Electronic check,No,No,Yes
40,69.89,2795.6,Month-to-month,Credit card,No,No,No
66,21.21,1399.86,One year,Bank transfer,DSL,No,No
25,20.9,522.5,Two year,Mailed check,No,No,Yes
22,55.7,1225.4,Two year,Bank transfer,DSL,Yes,No
4,112.62,450.48,Two year,Electronic check,DSL,Yes,Yes
26,42.87,1114.62,Two year,Credit card,Fiber optic,Yes,No
58,83.44,4839.52,Two year,Credit card,DSL,No,Yes
29,42.21,1224.09,Two year,Credit card,Fiber optic,No,Yes
37,52.17,1930.29,One year,Credit card,No,Yes,No
70,104.8,7336.0,Month-to-month,Mailed check,Fiber optic,Yes,Yes
18,92.89,1672.02,Two year,Mailed check,No,No,No
42,29.54,1240.68,One year,Bank transfer,DSL,Yes,No
41,62.87,2577.67,Two year,Mailed check,No,Yes,Yes
38,22.92,870.96,Two year,Electronic check,No,No,Yes
34,68.09,2315.06,Month-to-month,Electronic check,DSL,No,Yes
17,86.24,1466.08,Month-to-month,Credit card,No,Yes,No
37,31.85,1178.45,Month-to-month,Electronic check,DSL,No,Yes
25,48.89,1222.25,Two year,Bank transfer,Fiber optic,Yes,Yes
27,59.78,1614.06,Two year,Mailed check,DSL,No,No
57,111.95,6381.15,Two year,Mailed check,DSL,No,Yes
31,119.33,3699.23,Month-to-month,Mailed check,No,Yes,Yes
6,24.49,146.94,One year,Electronic check,Fiber optic,No,Yes
40,96.1,3844.0,Two year,Mailed check,DSL,Yes,No
12,57.17,686.04,Two year,Credit card,Fiber optic,No,No
53,59.25,3140.25,Two year,Credit card,Fiber optic,Yes,No
71,95.43,6775.53,One year,Credit card,No,No,Yes
10,111.84,1118.4,Two year,Electronic check,DSL,No,No
45,115.09,5179.05,One year,Mailed check,No,Yes,Yes
17,77.71,1321.07,Two year,Electronic check,DSL,No,No
26,55.71,1448.46,One year,Mailed check,Fiber optic,Yes,No
62,98.75,6122.5,Two year,Bank transfer,DSL,No,No
46,45.1,2074.6,Month-to-month,Bank transfer,DSL,No,Yes
64,76.41,4890.24,Month-to-month,Electronic check,Fiber optic,Yes,Yes
2,55.86,111.72,Month-to-month,Credit card,Fiber optic,No,Yes
54,85.66,4625.64,Month-to-month,Electronic check,DSL,No,Yes
65,44.04,2862.6,Two year,Credit card,No,Yes,Yes
51,39.16,1997.16,Month-to-month,Mailed check,DSL,No,No
53,111.82,5926.46,One year,Credit card,Fiber optic,Yes,No
36,30.18,1086.48,Month-to-month,Credit card,No,Yes,Yes
26,70.6,1835.6,Month-to-month,Mailed check,Fiber optic,Yes,No
29,42.09,1220.61,Month-to-month,Bank transfer,Fiber optic,No,Yes
21,23.89,501.69,Two year,Mailed check,No,No,Yes
11,23.6,259.6,Month-to-month,Electronic check,Fiber optic,Yes,Yes
40,37.52,1500.8,One year,Electronic check,Fiber optic,No,No
11,106.68,1173.48,Month-to-month,Electronic check,Fiber optic,Yes,Yes
36,48.25,1737.0,Month-to-month,Electronic check,Fiber optic,No,No
59,115.05,6787.95,Month-to-month,Electronic check,Fiber optic,Yes,Yes
39,78.16,3048.24,One year,Bank transfer,Fiber optic,Yes,No
54,63.66,3437.64,Month-to-month,Bank transfer,Fiber optic,No,No
55,78.01,4290.55,One year,Credit card,Fiber optic,Yes,Yes
24,71.67,1720.08,One year,Electronic check,Fiber optic,Yes,Yes
22,95.88,2109.36,Month-to-month,Mailed check,DSL,No,No
69,48.25,3329.25,One year,Electronic check,DSL,Yes,Yes
56,55.31,3097.36,Two year,Bank transfer,Fiber optic,Yes,Yes
33,109.41,3610.53,Month-to-month,Electronic check,DSL,No,Yes
36,114.65,4127.4,Month-to-month,Bank transfer,No,Yes,Yes
20,109.26,2185.2,One year,Credit card,DSL,Yes,No
62,61.94,3840.28,One year,Credit card,Fiber optic,Yes,No
26,98.04,2549.04,Month-to-month,Credit card,Fiber optic,Yes,Yes
66,67.63,4463.58,Two year,Bank transfer,DSL,Yes,No
40,69.75,2790.0,One year,Electronic check,Fiber optic,Yes,Yes
17,40.47,687.99,One year,Electronic check,No,Yes,No
1,79.11,79.11,Two year,Mailed check,No,Yes,Yes
61,38.61,2355.21,Two year,Bank transfer,Fiber optic,No,No
43,53.16,2285.88,Month-to-month,Mailed check,No,Yes,No
42,105.5,4431.0,Two year,Credit card,No,Yes,No
25,40.71,1017.75,Month-to-month,Electronic check,DSL,No,Yes
39,27.12,1057.68,Two year,Bank transfer,No,Yes,Yes
35,26.9,941.5,One year,Mailed check,DSL,Yes,Yes
3,114.08,342.24,Month-to-month,Mailed check,Fiber optic,Yes,Yes
44,70.69,3110.36,Month-to-month,Mailed check,DSL,Yes,No
51,60.94,3107.94,Month-to-month,Electronic check,Fiber optic,Yes,Yes
12,101.09,1213.08,Two year,Electronic check,Fiber optic,Yes,No
19,103.58,1968.02,One year,Electronic check,Fiber optic,No,Yes
44,53.22,2341.68,Month-to-month,Bank transfer,Fiber optic,No,Yes
59,89.36,5272.24,Month-to-month,Electronic check,Fiber optic,No,Yes
49,97.11,4758.39,Month-to-month,Bank transfer,DSL,No,Yes
61,85.47,5213.67,Month-to-month,Mailed check,Fiber optic,No,No
17,35.16,597.72,One year,Mailed check,No,Yes,Yes
57,107.59,6132.63,Two year,Credit card,No,Yes,Yes
55,73.91,4065.05,One year,Electronic check,Fiber optic,Yes,Yes
47,48.25,2267.75,Month-to-month,Mailed check,No,Yes,Yes
12,62.52,750.24,One year,Electronic check,DSL,Yes,Yes
62,23.76,1473.12,Month-to-month,Bank transfer,DSL,No,No
8,32.79,262.32,Two year,Mailed check,Fiber optic,No,Yes
21,96.55,2027.55,Two year,Electronic check,Fiber optic,Yes,No
70,20.0,1400.0,Two year,Mailed check,Fiber optic,Yes,No
25,61.66,1541.5,Month-to-month,Mailed check,No,Yes,Yes
12,72.25,867.0,One year,Electronic check,No,No,No
15,25.46,381.9,Two year,Mailed check,DSL,No,Yes
59,117.31,6921.29,Month-to-month,Mailed check,No,Yes,No
26,42.61,1107.86,Month-to-month,Mailed check,DSL,No,Yes
26,50.42,1310.92,One year,Mailed check,No,Yes,No
47,50.39,2368.33,Two year,Bank transfer,DSL,No,No
32,43.04,1377.28,Month-to-month,Mailed check,Fiber optic,No,No
10,20.15,201.5,One year,Credit card,No,Yes,No
16,92.93,1486.88,Two year,Mailed check,DSL,No,No
71,116.68,8284.28,One year,Electronic check,No,No,Yes
17,42.43,721.31,One year,Credit card,Fiber optic,Yes,No
23,86.3,1984.9,Month-to-month,Bank transfer,DSL,No,No
26,94.19,2448.94,Month-to-month,Credit card,No,Yes,Yes
7,104.84,733.88,Month-to-month,Credit card,No,No,Yes
14,62.26,871.64,One year,Credit card,Fiber optic,Yes,No
7,50.29,352.03,Month-to-month,Electronic check,Fiber optic,Yes,Yes
9,52.53,472.77,One year,Electronic check,DSL,No,Yes
48,91.26,4380.48,One year,Electronic check,No,No,No
59,101.68,5999.12,Month-to-month,Bank transfer,No,Yes,Yes
39,38.16,1488.24,Two year,Electronic check,Fiber optic,No,Yes
18,57.09,1027.62,Two year,Electronic check,Fiber optic,No,No
59,110.19,6501.21,Two year,Credit card,DSL,No,No
17,100.67,1711.39,One year,Electronic check,No,Yes,No
14,118.49,1658.86,One year,Mailed check,No,Yes,Yes
31,95.42,2958.02,One year,Electronic check,DSL,Yes,Yes
24,59.32,1423.68,Month-to-month,Bank transfer,DSL,No,Yes
60,79.06,4743.6,One year,Bank transfer,Fiber optic,No,No
45,86.1,3874.5,Month-to-month,Mailed check,Fiber optic,Yes,Yes
3,27.85,83.55,Month-to-month,Bank transfer,DSL,Yes,Yes
37,74.45,2754.65,Two year,Bank transfer,DSL,No,Yes
43,90.93,3909.99,Two year,Credit card,No,No,Yes
40,36.73,1469.2,Two year,Mailed check,DSL,No,No
55,98.06,5393.3,Month-to-month,Credit card,DSL,No,Yes
39,78.38,3056.82,Month-to-month,Credit card,No,Yes,Yes
15,115.22,1728.3,Month-to-month,Electronic check,DSL,No,Yes
4,24.24,96.96,One year,Mailed check,Fiber optic,No,No
25,46.53,1163.25,Month-to-month,Electronic check,Fiber optic,Yes,Yes
13,80.16,1042.08,Two year,Electronic check,No,Yes,Yes
33,49.66,1638.78,Two year,Credit card,DSL,No,Yes
16,91.44,1463.04,Month-to-month,Bank transfer,Fiber optic,Yes,No
42,95.9,4027.8,Month-to-month,Mailed check,Fiber optic,No,No
66,30.25,1996.5,Two year,Bank transfer,Fiber optic,No,Yes
55,71.39,3926.45,Month-to-month,Credit card,Fiber optic,Yes,No
42,70.89,2977.38,Two year,Credit card,DSL,Yes,Yes
34,56.93,1935.62,One year,Credit card,DSL,No,Yes
30,113.29,3398.7,Two year,Credit card,DSL,Yes,Yes
13,102.75,1335.75,One year,Credit card,DSL,No,No
13,89.72,1166.36,Month-to-month,Credit card,Fiber optic,No,Yes
18,91.43,1645.74,Month-to-month,Bank transfer,No,No,No
32,66.17,2117.44,One year,Electronic check,No,Yes,Yes
39,112.1,4371.9,Month-to-month,Bank transfer,Fiber optic,No,Yes
46,89.46,4115.16,One year,Mailed check,Fiber optic,No,No
29,92.9,2694.1,Month-to-month,Bank transfer,No,No,No
62,106.17,6582.54,Two year,Credit card,No,Yes,Yes
62,47.41,2939.42,Month-to-month,Bank transfer,Fiber optic,No,Yes
57,100.71,5740.47,Two year,Electronic check,Fiber optic,No,Yes
16,39.52,632.32,Two year,Mailed check,DSL,No,No
56,54.53,3053.68,One year,Bank transfer,DSL,Yes,No
10,53.56,535.6,Month-to-month,Electronic check,No,No,Yes
30,117.85,3535.5,One year,Bank transfer,Fiber optic,No,No
25,105.65,2641.25,Month-to-month,Mailed check,No,Yes,No
5,90.12,450.6,Two year,Bank transfer,DSL,Yes,No
65,92.71,6026.15,Two year,Credit card,DSL,No,No
49,76.21,3734.29,Month-to-month,Bank transfer,No,No,Yes
3,114.71,344.13,Month-to-month,Electronic check,DSL,No,Yes
45,69.63,3133.35,One year,Bank transfer,Fiber optic,Yes,No
14,58.05,812.7,Month-to-month,Electronic check,No,Yes,Yes
30,36.3,1089.0,Month-to-month,Mailed check,Fiber optic,No,Yes
68,98.62,6706.16,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
18,93.44,1681.92,One year,Mailed check,DSL,No,No
62,58.44,3623.28,Month-to-month,Mailed check,Fiber optic,No,Yes
37,22.52,833.24,Two year,Bank transfer,No,Yes,No
25,103.9,2597.5,One year,Electronic check,Fiber optic,No,No
48,21.14,1014.72,One year,Mailed check,Fiber optic,Yes,No
65,90.37,5874.05,Two year,Mailed check,Fiber optic,Yes,Yes
53,117.03,6202.59,Two year,Bank transfer,Fiber optic,No,No
15,63.77,956.55,Two year,Bank transfer,Fiber optic,Yes,No
49,43.5,2131.5,Month-to-month,Bank transfer,DSL,No,No
68,90.49,6153.32,Two year,Bank transfer,No,Yes,No
12,101.71,1220.52,Month-to-month,Bank transfer,DSL,No,Yes
59,74.64,4403.76,One year,Credit card,No,No,No
37,116.7,4317.9,One year,Bank transfer,No,No,Yes
61,25.17,1535.37,Two year,Electronic check,No,Yes,No
43,70.48,3030.64,Month-to-month,Mailed check,No,No,No
70,91.85,6429.5,Two year,Electronic check,No,Yes,No
39,106.26,4144.14,Two year,Electronic check,Fiber optic,Yes,No
56,37.93,2124.08,Month-to-month,Credit card,DSL,Yes,No
63,100.0,6300.0,Two year,Bank transfer,DSL,Yes,Yes
46,75.27,3462.42,One year,Mailed check,Fiber optic,Yes,No
11,59.66,656.26,Two year,Electronic check,No,No,Yes
62,33.17,2056.54,Month-to-month,Bank transfer,DSL,Yes,Yes
25,106.53,2663.25,Month-to-month,Bank transfer,Fiber optic,No,Yes
71,35.73,2536.83,One year,Credit card,Fiber optic,No,No
52,50.98,2650.96,Month-to-month,Credit card,DSL,Yes,No
4,49.0,196.0,Month-to-month,Credit card,DSL,No,No
59,107.14,6321.26,One year,Mailed check,No,No,No
20,87.27,1745.4,Two year,Electronic check,No,Yes,No
63,99.67,6279.21,One year,Credit card,DSL,No,No
54,45.05,2432.7,Two year,Credit card,No,Yes,No
57,82.49,4701.93,One year,Credit card,Fiber optic,Yes,No
41,77.17,3163.97,Two year,Electronic check,No,Yes,No
3,103.28,309.84,One year,Electronic check,No,No,No
6,110.61,663.66,Two year,Credit card,Fiber optic,No,Yes
5,21.22,106.1,One year,Credit card,No,No,No
5,87.4,437.0,Two year,Bank transfer,Fiber optic,No,No
54,25.18,1359.72,One year,Credit card,No,Yes,No
47,74.89,3519.83,Month-to-month,Mailed check,DSL,Yes,Yes
49,48.76,2389.24,Two year,Mailed check,No,No,No
9,50.68,456.12,One year,Credit card,DSL,Yes,No
20,55.3,1106.0,Two year,Electronic check,DSL,No,Yes
61,82.13,5009.93,Two year,Bank transfer,DSL,Yes,No
35,53.4,1869.0,One year,Electronic check,DSL,Yes,Yes
50,93.27,4663.5,Two year,Credit card,DSL,Yes,Yes
62,60.45,3747.9,One year,Mailed check,Fiber optic,Yes,No
17,26.84,456.28,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
3,98.38,295.14,Two year,Electronic check,Fiber optic,No,Yes
32,48.58,1554.56,Month-to-month,Electronic check,DSL,No,Yes
13,63.28,822.64,Two year,Credit card,No,Yes,No
68,88.54,6020.72,Two year,Bank transfer,Fiber optic,No,No
14,53.25,745.5,Two year,Mailed check,No,Yes,No
11,25.66,282.26,One year,Credit card,No,Yes,Yes
56,57.39,3213.84,Month-to-month,Bank transfer,DSL,Yes,Yes
67,114.44,7667.48,Two year,Electronic check,DSL,Yes,Yes
29,84.17,2440.93,One year,Credit card,DSL,No,No
9,87.15,784.35,Two year,Electronic check,Fiber optic,Yes,Yes
67,83.23,5576.41,One year,Electronic check,DSL,No,Yes
25,39.9,997.5,Two year,Credit card,Fiber optic,Yes,No
42,61.83,2596.86,Month-to-month,Credit card,Fiber optic,Yes,No
9,95.09,855.81,Month-to-month,Credit card,Fiber optic,No,Yes
40,30.14,1205.6,Two year,Credit card,Fiber optic,Yes,No
25,47.79,1194.75,One year,Credit card,DSL,Yes,Yes
5,47.63,238.15,Two year,Electronic check,Fiber optic,No,No
11,63.2,695.2,One year,Mailed check,DSL,No,Yes
59,118.04,6964.36,Two year,Mailed check,DSL,No,No
38,26.75,1016.5,One year,Credit card,Fiber optic,Yes,Yes
5,71.87,359.35,Month-to-month,Electronic check,DSL,Yes,Yes
48,37.94,1821.12,Two year,Mailed check,No,No,Yes
18,117.07,2107.26,Month-to-month,Mailed check,DSL,No,Yes
70,31.33,2193.1,Month-to-month,Mailed check,DSL,Yes,No
37,60.36,2233.32,Two year,Electronic check,Fiber optic,Yes,Yes
60,93.79,5627.4,Two year,Credit card,Fiber optic,No,No
48,90.46,4342.08,One year,Credit card,DSL,No,Yes
28,62.27,1743.56,One year,Credit card,Fiber optic,No,No
69,54.65,3770.85,Month-to-month,Bank transfer,No,No,Yes
40,59.76,2390.4,One year,Bank transfer,No,Yes,Yes
45,46.43,2089.35,One year,Bank transfer,Fiber optic,Yes,No
62,40.53,2512.86,Two year,Electronic check,DSL,Yes,Yes
58,68.3,3961.4,One year,Mailed check,No,Yes,Yes
67,46.85,3138.95,Month-to-month,Mailed check,No,No,Yes
56,48.75,2730.0,One year,Electronic check,DSL,Yes,No
40,85.68,3427.2,Month-to-month,Electronic check,Fiber optic,No,No
40,116.85,4674.0,Two year,Credit card,No,Yes,No
33,80.36,2651.88,Month-to-month,Credit card,DSL,Yes,No
6,27.7,166.2,One year,Bank transfer,DSL,Yes,No
19,27.56,523.64,Two year,Bank transfer,No,No,No
40,115.14,4605.6,One year,Electronic check,Fiber optic,Yes,Yes
59,49.73,2934.07,Two year,Bank transfer,No,No,Yes
59,29.21,1723.39,Two year,Mailed check,DSL,No,Yes
48,79.9,3835.2,One year,Electronic check,No,Yes,No
41,82.36,3376.76,One year,Electronic check,Fiber optic,No,Yes
13,84.85,1103.05,Two year,Mailed check,DSL,Yes,Yes
45,46.74,2103.3,Two year,Credit card,Fiber optic,No,No
53,21.51,1140.03,One year,Credit card,No,Yes,Yes
42,116.5,4893.0,Month-to-month,Mailed check,No,No,No
63,45.09,2840.67,One year,Mailed check,Fiber optic,No,Yes
27,87.6,2365.2,Two year,Bank transfer,No,Yes,No
38,90.66,3445.08,One year,Electronic check,Fiber optic,Yes,No
60,81.0,4860.0,Month-to-month,Bank transfer,No,Yes,Yes
7,51.29,359.03,One year,Mailed check,Fiber optic,Yes,No
5,47.11,235.55,Two year,Bank transfer,Fiber optic,No,No
45,79.77,3589.65,One year,Mailed check,DSL,No,Yes
58,106.61,6183.38,Two year,Bank transfer,DSL,No,Yes
31,114.67,3554.77,Two year,Bank transfer,Fiber optic,No,No
23,30.59,703.57,One year,Credit card,No,Yes,No
42,35.48,1490.16,Two year,Mailed check,No,No,No
10,114.47,1144.7,Two year,Bank transfer,No,Yes,Yes
32,93.65,2996.8,Month-to-month,Electronic check,Fiber optic,No,Yes
53,108.3,5739.9,Month-to-month,Bank transfer,Fiber optic,Yes,Yes
30,40.26,1207.8,Month-to-month,Bank transfer,Fiber optic,Yes,No
39,78.76,3071.64,Month-to-month,Electronic check,Fiber optic,Yes,Yes
31,90.11,2793.41,Two year,Mailed check,DSL,Yes,No
2,88.01,176.02,One year,Credit card,Fiber optic,Yes,Yes
12,60.82,729.84,Two year,Credit card,No,No,No
39,21.54,840.06,Two year,Credit card,DSL,Yes,No
66,78.29,5167.14,Two year,Electronic check,No,No,No
13,45.31,589.03,One year,Bank transfer,Fiber optic,No,No
46,65.03,2991.38,Month-to-month,Mailed check,DSL,Yes,No
